Товар,,,,,,,Статус,Готов к выдаче,Забрали,Истёк срок хранения,Информация,,,,,ПВЗ,
Бренд,Предмет,Баркод,Артикул WB,Штрихкод,Стикер,КИЗ,,,,,Тип,Дата заказа,Причина,Номер сборочного задания,Srid,Адрес,ID
ADRIANA CALMA,Шторы интерьерные,2038597273437,176482124,50724940068,50182916828,,Выдано,2026-05-28 10:09:29,2026-05-29 11:26:40,,Возврат по инициативе продавца,2026-05-25,,0,6cb2f37b-12f5-4a7f-acfc-b22fdac75b61.4.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2038597273437,176482124,45776237049,49115279349,,Выдано,2026-05-27 12:45:48,2026-05-29 11:26:40,,Возврат по инициативе продавца,2026-05-25,,0,6cb2f37b-12f5-4a7f-acfc-b22fdac75b61.5.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2038597273130,176482203,15002333409,19439417017,,Выдано,2026-05-26 17:24:38,2026-05-29 11:26:40,,Возврат по инициативе продавца,2026-05-25,,0,6cb2f37b-12f5-4a7f-acfc-b22fdac75b61.6.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2038597273130,176482203,16845664473,19044178894,,Выдано,2026-05-26 12:52:11,2026-05-29 11:26:40,,Возврат по инициативе продавца,2026-05-25,,0,6cb2f37b-12f5-4a7f-acfc-b22fdac75b61.7.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2038597423559,176487103,41759312989,44759049527,,Выдано,2026-05-27 12:43:40,2026-05-29 11:26:40,,Возврат по инициативе продавца,2026-05-25,,0,6cb2f37b-12f5-4a7f-acfc-b22fdac75b61.8.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2038597423559,176487103,41759313014,50633304720,,Выдано,2026-05-27 09:48:27,2026-05-29 11:26:40,,Возврат по инициативе продавца,2026-05-25,,0,6cb2f37b-12f5-4a7f-acfc-b22fdac75b61.9.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA ALBA,Шторы интерьерные,2043214362029,361444221,36737184839,51691788120,,Истек срок хранения на пвз,2026-06-02 08:47:14,,,Возврат брака,2026-05-30,,0,557f51f02ff34f6a9035ca0070642055,"Тверь, Улица Вагжанова 21",211256
ADRIANA ALBA,Шторы интерьерные,2038895243132,186904465,29332651462,48829794163,,Выдано,2026-06-08 09:34:48,2026-06-10 15:19:23,,Возврат брака,2026-06-04,,0,1dc438f4448b43488b6514c4a8b77a5d,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2050187250093,937740920,54350879086,54350879086,,Выдано,2026-06-09 16:30:13,2026-06-10 15:19:23,,Возврат брака,2026-06-06,,0,3e66bd8184f04e73bf20398dbe216a59,"Тверь, Улица Вагжанова 21",211256
ADRIANA ALBA,Шторы интерьерные,2038895242548,186904512,42691095314,41092961872,,Выдано,2026-06-10 09:09:04,2026-06-10 15:19:23,,Возврат брака,2026-06-07,,0,e53a1dfaec4e4ab7921f0a8cb7ed13a8,"Тверь, Улица Вагжанова 21",211256
ADRIANA BIANCO,Шторы интерьерные,2038565895746,175779255,31534581311,31895247695,,Выдано,2026-06-10 09:21:49,2026-06-10 15:19:23,,Возврат брака,2026-06-08,,0,bd5774414a8a4166ac761f66c3a337ed,"Тверь, Улица Вагжанова 21",211256
ADRIANA CASA,Шторы интерьерные,2044039075484,420226104,54734426951,42766479215,,Выдано,2026-06-12 19:28:38,2026-06-16 15:00:09,,Возврат брака,2026-06-10,,0,29f76e9d25c347f5b441f0b470d338eb,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2037236333594,137958672,45073761975,30664554494,,Выдано,2026-06-13 19:25:01,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.0.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2037236333594,137958672,45073767178,42890872719,,Выдано,2026-06-14 09:03:44,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.1.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2038090337445,166776341,49926808999,47262358932,,Выдано,2026-06-14 10:14:24,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.10.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2037609033199,152016942,45504968979,43231211325,,Выдано,2026-06-15 13:53:14,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.11.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2037609033199,152016942,42199890148,47201719952,,Выдано,2026-06-14 14:50:00,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.12.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2038529411708,175100453,50246474253,47050650816,,Выдано,2026-06-14 10:18:48,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.13.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2038529411708,175100453,50245990342,49112764095,,Выдано,2026-06-15 13:44:58,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.14.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2038090337490,166776330,36432447064,33314146711,,Выдано,2026-06-14 15:12:00,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.15.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2038090337490,166776330,36432447076,33314146713,,Выдано,2026-06-14 10:14:36,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.16.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2043749455401,396860442,47532499458,38719258087,,Выдано,2026-06-14 14:28:05,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.18.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2043749455265,396860428,49068735180,45834274216,,Выдано,2026-06-15 13:52:50,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.19.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2037236333594,137958672,45073769571,30664554492,,Выдано,2026-06-13 19:30:02,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.2.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2043749455265,396860428,49075113746,45834274212,,Выдано,2026-06-15 13:53:01,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.20.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2037236333594,137958672,45165681936,42890872727,,Выдано,2026-06-14 08:58:54,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.3.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2037236333594,137958672,45165729840,42890872735,,Выдано,2026-06-14 09:03:51,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.4.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2044505705624,120365941,45883326705,47252778085,,Выдано,2026-06-14 14:41:56,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.5.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2044505705624,120365941,45883327102,37236181713,,Выдано,2026-06-13 19:43:56,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.6.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2044505705624,120365941,45883327129,37236181709,,Выдано,2026-06-14 08:55:45,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.7.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2044505705624,120365941,45707348054,44342265491,,Выдано,2026-06-14 09:10:39,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.8.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2038090337445,166776341,49926772377,31336139769,,Выдано,2026-06-14 08:59:45,2026-06-16 15:00:09,,Возврат по инициативе продавца,2026-06-12,,0,40b7cb01-84fe-4d0d-9038-77e2b12f6bca.9.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA ALBA,Шторы интерьерные,2038895242753,186904559,41361296138,33592842627,,Выдано,2026-06-15 08:57:02,2026-06-16 15:00:09,,Возврат брака,2026-06-13,,0,f466dd0e30444f489f8f1034f3909098,"Тверь, Улица Вагжанова 21",211256
Adriana's Home,Наволочки декоративные,2049914349247,911149651,54205441195,51530367824,,Выдано,2026-06-19 09:40:11,2026-06-19 11:34:58,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.0.0,"Тверь, Улица Вагжанова 21",211256
Adriana's Home,Наволочки декоративные,2049914349322,911149657,53787215464,47320139250,,Выдано,2026-06-20 09:46:50,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.1.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040835859211,249576749,29965509218,49029856741,,Выдано,2026-06-19 13:19:23,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.10.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040822240602,248991409,41988845816,36595387898,,Выдано,2026-06-19 13:32:45,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.11.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040835859273,249576777,35733837197,30252306277,,Выдано,2026-06-19 09:25:37,2026-06-19 11:34:58,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.12.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040835858986,249576767,36082523271,30801426497,,Выдано,2026-06-20 14:26:14,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.13.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040835859075,249576753,32595648049,42670267874,,Выдано,2026-06-19 13:32:19,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.14.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040822270883,248993912,41042396771,36715265057,,Выдано,2026-06-20 09:39:06,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.15.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040881708099,250656524,35871601484,30248980427,,Выдано,2026-06-20 09:40:01,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.16.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040881707955,250656514,35846044369,42870989842,,Выдано,2026-06-19 09:25:20,2026-06-19 11:34:58,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.17.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040881707818,250656529,35664565999,46879675772,,Выдано,2026-06-20 09:44:02,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.18.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040881708006,250656528,36033697428,43647190835,,Выдано,2026-06-20 09:44:09,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.19.0,"Тверь, Улица Вагжанова 21",211256
Adriana's Home,Наволочки декоративные,2041305677397,264377836,44332960065,36552271403,,Выдано,2026-06-19 09:56:25,2026-06-19 11:34:58,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.2.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040882123563,250674059,42845005079,38246766259,,Выдано,2026-06-19 13:21:15,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.20.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA DONNA,Шторы интерьерные,2040849051458,249874713,38418531393,43046788873,,Выдано,2026-06-19 13:19:42,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.21.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA FESTA,Шторы интерьерные,2048838836567,810348885,50204075248,33226937978,,Выдано,2026-06-20 09:51:26,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.3.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040822270913,248993884,33830986340,43050381637,,Выдано,2026-06-20 09:52:22,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.4.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040822270869,248993901,36296428968,35514679923,,Выдано,2026-06-19 09:06:18,2026-06-19 11:34:58,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.5.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040822270791,248993893,33376265699,30441868020,,Выдано,2026-06-19 13:22:05,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.6.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040822240480,248991427,40291847147,48833509149,,Выдано,2026-06-20 09:51:13,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.7.0,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040822270609,248993914,28835053073,27527382167,,Выдано,2026-06-20 09:52:47,2026-06-21 17:48:53,,Возврат по инициативе продавца,2026-06-18,,0,fa06412c-b70b-4fac-8840-28cca8b58a5f.8.0,"Тверь, Улица Вагжанова 21",211256
